dimension_1,dimension_2,class_index,class,snr_db
-59.017895,11.798546,1,AM-DSB,16.0
28.894308,-39.883137,7,QAM16,0.0
-39.936596,-15.968413,4,CPFSK,10.0
34.818542,36.18265,2,AM-SSB,0.0
2.1646328,55.629322,5,GFSK,10.0
13.520442,-17.721725,9,QPSK,8.0
19.122585,-39.262844,7,QAM16,2.0
26.987137,-46.812664,7,QAM16,-6.0
46.508175,5.2667594,0,8PSK,12.0
35.331043,2.5583985,0,8PSK,2.0
35.108307,35.633545,2,AM-SSB,16.0
-23.085579,20.382954,10,WBFM,-6.0
-46.51226,27.688095,1,AM-DSB,8.0
-23.985853,-43.165127,6,PAM4,18.0
-47.185684,15.655093,10,WBFM,8.0
37.18704,-33.37311,8,QAM64,10.0
13.962836,4.6458383,9,QPSK,-4.0
44.83507,8.8225,0,8PSK,14.0
19.278376,26.209146,2,AM-SSB,-2.0
-42.7514,-6.342553,4,CPFSK,6.0
-49.75476,21.741016,10,WBFM,10.0
-41.886208,-13.448399,4,CPFSK,8.0
-11.435662,-6.277302,3,BPSK,14.0
-13.255058,-12.362134,3,BPSK,10.0
47.4189,-18.965437,8,QAM64,8.0
17.085602,-6.4888735,9,QPSK,0.0
15.711294,-7.6816454,9,QPSK,2.0
-26.6745,22.297916,1,AM-DSB,-4.0
0.9217935,60.78237,5,GFSK,10.0
2.3157732,58.39428,5,GFSK,10.0
25.32373,-50.666172,7,QAM16,-4.0
-29.82753,20.707724,1,AM-DSB,-2.0
35.6444,3.368777,0,8PSK,0.0
-8.629198,-11.766381,3,BPSK,8.0
16.721361,-44.81327,7,QAM16,18.0
-0.7928103,57.27718,5,GFSK,16.0
27.7961,44.45398,0,8PSK,14.0
-23.954786,27.468641,1,AM-DSB,-6.0
10.281055,-14.217229,9,QPSK,18.0
-20.77861,-38.541355,6,PAM4,-2.0
-52.402634,25.822376,1,AM-DSB,14.0
-0.07596012,60.773197,5,GFSK,4.0
-1.6041634,52.933372,5,GFSK,8.0
-8.959389,-13.7373705,3,BPSK,18.0
16.519117,29.745087,2,AM-SSB,0.0
27.329153,-55.320976,7,QAM16,14.0
45.287872,7.8391623,0,8PSK,10.0
25.66069,29.697874,2,AM-SSB,8.0
-0.4435049,53.34162,5,GFSK,14.0
-9.228621,39.50389,10,WBFM,-4.0
20.75979,-37.642593,7,QAM16,-4.0
50.146824,-26.848387,8,QAM64,16.0
9.040935,-16.941486,9,QPSK,12.0
50.450436,8.671519,0,8PSK,16.0
-1.7890692,59.61534,5,GFSK,18.0
-10.154761,-43.58799,6,PAM4,0.0
26.634884,38.162045,2,AM-SSB,2.0
-41.92608,-5.851555,4,CPFSK,4.0
8.157735,-23.307924,9,QPSK,10.0
21.032448,-53.76806,7,QAM16,2.0
-27.989553,41.121223,10,WBFM,2.0
-42.434166,18.710642,10,WBFM,6.0
33.149097,35.39289,2,AM-SSB,4.0
-12.035616,-9.361302,3,BPSK,12.0
-37.080544,-7.72568,4,CPFSK,16.0
15.656074,-10.734105,9,QPSK,2.0
-35.168594,-13.591504,4,CPFSK,8.0
3.59789,19.732426,9,QPSK,-4.0
-7.041205,50.83501,5,GFSK,16.0
23.08106,-57.017166,7,QAM16,4.0
7.081301,12.679536,9,QPSK,-4.0
3.4325273,19.217598,5,GFSK,-6.0
42.475708,-24.364985,8,QAM64,14.0
-40.192734,-8.969603,4,CPFSK,4.0
11.750169,6.544309,0,8PSK,-4.0
-40.3791,-2.452104,4,CPFSK,-2.0
18.464752,30.883148,2,AM-SSB,4.0
13.1427555,4.3572245,9,QPSK,-4.0
-2.6964483,49.48055,5,GFSK,4.0
22.497423,-56.995075,7,QAM16,2.0
47.05754,-29.6622,8,QAM64,10.0
0.9083935,48.12278,5,GFSK,6.0
-59.86454,16.055746,1,AM-DSB,18.0
38.75271,-28.992046,8,QAM64,4.0
-44.11058,-13.7394285,4,CPFSK,10.0
-45.140812,13.924959,10,WBFM,6.0
-42.36911,25.94837,1,AM-DSB,6.0
-7.967276,54.639404,5,GFSK,18.0
26.704832,-39.219345,7,QAM16,10.0
5.5632524,-17.732355,9,QPSK,6.0
48.917892,1.8438331,0,8PSK,8.0
-13.141203,-13.990035,3,BPSK,8.0
30.800112,36.321648,2,AM-SSB,0.0
-15.502749,-39.469334,6,PAM4,0.0
-8.203534,52.035767,5,GFSK,6.0
-10.621202,-5.579903,3,BPSK,18.0
-12.205859,-5.9927607,3,BPSK,12.0
-50.59409,24.981457,1,AM-DSB,10.0
-52.6309,23.732674,1,AM-DSB,12.0
45.6739,12.3086815,0,8PSK,16.0
7.876729,-15.132238,9,QPSK,12.0
41.674397,-26.695179,8,QAM64,-2.0
2.1669335,57.19643,5,GFSK,16.0
25.344664,39.797028,2,AM-SSB,6.0
47.962418,-22.816748,8,QAM64,14.0
-14.770173,-47.4965,6,PAM4,8.0
-0.9241355,48.07277,5,GFSK,2.0
-21.744686,-37.556458,6,PAM4,-4.0
1.051294,19.236757,4,CPFSK,-4.0
-59.308212,12.513444,10,WBFM,16.0
21.905472,33.874786,2,AM-SSB,16.0
-27.789015,29.523876,1,AM-DSB,-4.0
25.862476,29.87025,2,AM-SSB,16.0
-17.741156,-56.838776,6,PAM4,8.0
-26.4432,18.909924,1,AM-DSB,-6.0
-15.431077,-41.19284,6,PAM4,2.0
29.63525,-40.954826,7,QAM16,2.0
25.550728,-55.07783,7,QAM16,-2.0
51.713463,9.474171,0,8PSK,6.0
21.194284,26.258013,2,AM-SSB,4.0
14.183196,6.963434,0,8PSK,-4.0
44.84802,4.8832197,0,8PSK,6.0
-10.297904,0.30214885,3,BPSK,0.0
-27.191668,46.798695,10,WBFM,14.0
24.557064,-42.43898,7,QAM16,-2.0
22.301853,30.590746,2,AM-SSB,18.0
36.098103,-28.329384,8,QAM64,-2.0
13.908202,-12.107375,9,QPSK,4.0
-38.72165,-22.331797,4,CPFSK,10.0
-42.316147,-2.8603313,4,CPFSK,0.0
28.377617,40.634235,2,AM-SSB,4.0
-17.479954,-56.46693,6,PAM4,4.0
28.368036,38.716667,9,QPSK,6.0
-14.231337,-9.159607,3,BPSK,0.0
-45.368954,14.295751,10,WBFM,6.0
0.3686292,13.315768,0,8PSK,-6.0
39.38456,4.042562,0,8PSK,2.0
-12.963577,-47.62851,6,PAM4,12.0
27.086103,-51.64191,7,QAM16,0.0
-32.369766,-3.6863906,4,CPFSK,-2.0
-36.719387,-3.8367436,4,CPFSK,0.0
-58.629898,8.897761,1,AM-DSB,14.0
20.679064,36.65265,2,AM-SSB,10.0
45.31901,-26.483454,8,QAM64,14.0
37.184395,-22.745426,8,QAM64,-6.0
-17.317091,-45.504158,6,PAM4,12.0
-47.976917,-10.012319,4,CPFSK,-4.0
5.963173,13.9480915,9,QPSK,-4.0
13.809256,25.813398,4,CPFSK,-6.0
7.925108,-14.547564,9,QPSK,12.0
-31.208223,-7.4167256,4,CPFSK,-2.0
25.39806,42.377407,2,AM-SSB,14.0
-19.145517,-51.179005,6,PAM4,8.0
-10.026992,-42.854317,6,PAM4,-2.0
-10.726622,-7.164356,3,BPSK,10.0
-25.92589,24.021875,10,WBFM,-2.0
28.315226,-46.63387,7,QAM16,-6.0
32.854843,35.7308,2,AM-SSB,14.0
-46.313255,-15.852844,4,CPFSK,8.0
51.49534,-19.658096,8,QAM64,4.0
-12.752894,-37.72126,6,PAM4,-2.0
35.06394,4.305319,0,8PSK,2.0
-16.974926,-50.589916,6,PAM4,14.0
-61.25196,8.383673,10,WBFM,16.0
-2.5961356,49.68028,5,GFSK,2.0
45.883327,8.7334175,0,8PSK,18.0
-3.4469063,47.68145,5,GFSK,2.0
-48.635715,27.089993,1,AM-DSB,10.0
-27.155376,20.869205,10,WBFM,-4.0
-26.05319,19.732105,1,AM-DSB,-4.0
-11.560742,-6.8064094,3,BPSK,16.0
-47.014526,13.253774,10,WBFM,8.0
39.49438,-22.38831,8,QAM64,4.0
46.90635,9.183207,0,8PSK,8.0
-61.001747,9.172946,1,AM-DSB,16.0
9.043613,15.186975,4,CPFSK,-6.0
-5.8017607,52.812702,5,GFSK,6.0
16.376333,28.855186,2,AM-SSB,18.0
17.831116,-57.29788,7,QAM16,0.0
-39.84166,-18.605442,4,CPFSK,14.0
28.895947,40.543884,2,AM-SSB,8.0
-15.607037,-44.799477,6,PAM4,4.0
-3.3331137,58.40071,5,GFSK,12.0
55.55318,-25.000809,8,QAM64,12.0
1.6252204,50.418545,5,GFSK,12.0
-3.8004549,1.3136841,3,BPSK,-2.0
38.464363,-26.762865,8,QAM64,-2.0
-22.30075,-39.06948,6,PAM4,0.0
31.236002,37.21627,2,AM-SSB,18.0
11.505903,6.0857425,0,8PSK,-4.0
38.160374,-34.203686,8,QAM64,14.0
-29.956182,43.7392,10,WBFM,8.0
-59.15541,8.666064,1,AM-DSB,14.0
43.333046,-20.048292,8,QAM64,-2.0
13.191774,-7.304973,9,QPSK,2.0
27.8566,-40.22098,8,QAM64,2.0
-12.473425,-31.067587,3,BPSK,-4.0
15.994296,-1.3337843,9,QPSK,-2.0
13.96147,-8.164382,9,QPSK,2.0
-27.360964,39.402073,10,WBFM,0.0
-3.001613,1.9354501,3,BPSK,-2.0
18.058798,-46.14359,7,QAM16,12.0
14.100018,-47.347233,7,QAM16,16.0
-8.610914,55.517525,5,GFSK,12.0
24.727419,24.164694,9,QPSK,2.0
-14.924993,-47.705547,6,PAM4,10.0
34.60896,29.163418,2,AM-SSB,-2.0
-16.928045,-52.07479,6,PAM4,18.0
-12.020115,-6.6118884,3,BPSK,16.0
28.335194,-40.890827,7,QAM16,-2.0
-37.213566,20.454506,1,AM-DSB,2.0
-40.414997,25.655073,10,WBFM,2.0
8.38243,-17.729763,9,QPSK,8.0
-56.8505,8.964411,10,WBFM,12.0
-6.8611374,2.847462,3,BPSK,-2.0
23.801508,-40.009007,7,QAM16,12.0
-25.468546,19.064007,1,AM-DSB,-6.0
-0.32574803,8.193487,0,8PSK,-6.0
32.421078,-33.20659,7,QAM16,-4.0
24.048779,-53.3713,7,QAM16,4.0
48.738678,-32.260437,8,QAM64,10.0
-21.2159,-38.040356,6,PAM4,-2.0
-27.861712,47.70153,10,WBFM,14.0
-53.544865,30.951578,1,AM-DSB,10.0
19.648985,35.30028,2,AM-SSB,-2.0
-29.949444,-7.2121305,4,CPFSK,-2.0
-18.96156,-51.113113,6,PAM4,16.0
-7.885754,46.906433,5,GFSK,0.0
9.458654,-19.288948,9,QPSK,18.0
25.027014,-42.29106,7,QAM16,0.0
-42.075005,-8.938943,4,CPFSK,6.0
-59.12276,12.456664,10,WBFM,14.0
-33.74162,-5.249709,4,CPFSK,-2.0
-39.572372,-15.411149,4,CPFSK,18.0
36.670753,-24.203419,8,QAM64,-4.0
43.374672,-19.909979,8,QAM64,0.0
48.90166,-30.47979,8,QAM64,0.0
32.91017,-32.30786,8,QAM64,-6.0
47.868744,7.1378264,0,8PSK,8.0
23.419628,36.017265,2,AM-SSB,6.0
49.41276,11.35098,0,8PSK,10.0
-47.912937,12.392085,10,WBFM,8.0
34.998966,-33.16853,7,QAM16,18.0
5.8754983,51.11149,5,GFSK,14.0
-4.179978,45.19854,5,GFSK,0.0
16.324507,-14.035624,9,QPSK,8.0
-25.834953,19.515863,1,AM-DSB,-6.0
-17.778465,-38.455635,6,PAM4,0.0
21.477839,-39.64647,7,QAM16,12.0
3.2420945,11.182363,0,8PSK,-4.0
-14.997942,-12.6776285,3,BPSK,14.0
48.416454,11.46746,0,8PSK,18.0
-12.088926,-42.46167,6,PAM4,2.0
39.463734,-22.361486,8,QAM64,0.0
6.634541,48.678677,5,GFSK,4.0
28.418861,-54.36511,7,QAM16,4.0
-10.564005,-0.13428864,3,BPSK,0.0
5.510558,51.365005,5,GFSK,10.0
-50.198524,22.43868,10,WBFM,10.0
16.235088,-4.4009533,9,QPSK,0.0
-8.068626,52.958103,5,GFSK,18.0
-47.360027,12.216857,1,AM-DSB,8.0
18.93196,-55.37534,7,QAM16,8.0
-8.328048,-13.732915,3,BPSK,16.0
8.193217,-11.860982,9,QPSK,6.0
49.559303,-19.328197,8,QAM64,-2.0
-19.46337,-54.047993,6,PAM4,6.0
-38.61076,20.18274,1,AM-DSB,0.0
32.81984,29.947311,2,AM-SSB,-6.0
-14.59183,-8.015617,3,BPSK,16.0
3.8032937,55.455517,5,GFSK,4.0
-48.24576,20.504763,1,AM-DSB,8.0
14.004969,-17.542831,9,QPSK,8.0
-21.07963,21.582119,1,AM-DSB,-6.0
14.886464,2.4423594,9,QPSK,-2.0
-15.255718,-32.729324,6,PAM4,-6.0
-21.09649,-54.813934,6,PAM4,16.0
26.5676,39.045773,2,AM-SSB,6.0
19.773285,-43.408783,7,QAM16,2.0
-7.538653,37.587116,5,GFSK,-6.0
5.406414,10.1350765,0,8PSK,-6.0
32.636932,1.0468338,0,8PSK,0.0
-31.453814,24.988058,1,AM-DSB,-2.0
-27.980547,47.29019,10,WBFM,10.0
26.004871,37.47726,2,AM-SSB,-6.0
-37.88007,-6.4379563,4,CPFSK,18.0
-67.27714,3.0809934,10,WBFM,18.0
-8.856982,38.951942,5,GFSK,-6.0
-51.19929,11.605998,10,WBFM,10.0
-52.666416,10.105194,1,AM-DSB,10.0
-22.66505,-47.377556,6,PAM4,16.0
5.452531,-14.914089,9,QPSK,10.0
-47.68242,17.340631,1,AM-DSB,8.0
13.856462,6.958344,9,QPSK,-4.0
-53.53456,30.863588,1,AM-DSB,16.0
-23.799938,-50.112488,6,PAM4,4.0
47.69669,-25.028233,8,QAM64,16.0
-12.672385,-42.492283,6,PAM4,4.0
14.139478,-6.005966,9,QPSK,2.0
11.588035,-7.734146,9,QPSK,6.0
15.303229,8.211755,0,8PSK,-6.0
-49.194256,24.216349,1,AM-DSB,8.0
22.196692,-40.44869,7,QAM16,4.0
35.21575,-33.04329,8,QAM64,18.0
-18.325853,-38.54698,6,PAM4,2.0
-24.085636,20.44368,1,AM-DSB,-6.0
21.952543,-58.10243,7,QAM16,8.0
-32.994667,36.60271,10,WBFM,6.0
-23.925098,22.075808,10,WBFM,-6.0
-68.45927,2.867069,10,WBFM,18.0
-15.270131,-11.330909,3,BPSK,16.0
47.81842,-21.113146,8,QAM64,12.0
50.348175,10.321414,0,8PSK,12.0
-0.8449029,56.238514,5,GFSK,14.0
-5.851991,1.0994154,3,BPSK,0.0
-13.15034,-41.926014,6,PAM4,2.0
12.486144,-23.190046,9,QPSK,16.0
10.487223,-18.427502,9,QPSK,18.0
23.817223,25.231758,2,AM-SSB,16.0
29.998169,40.296024,0,8PSK,4.0
-9.51829,42.093983,5,GFSK,-2.0
-4.353161,44.188618,5,GFSK,-2.0
-24.199276,18.143456,1,AM-DSB,-4.0
6.3639607,11.125672,3,BPSK,-6.0
-20.210653,-52.72277,6,PAM4,8.0
-28.022495,40.170204,10,WBFM,2.0
-21.826887,17.418524,1,AM-DSB,-6.0
-9.292982,51.166546,5,GFSK,2.0
-6.3539505,39.582428,10,WBFM,-6.0
14.944968,-8.20412,9,QPSK,2.0
-14.22677,-46.689304,6,PAM4,2.0
48.99985,-17.518576,8,QAM64,10.0
-27.910439,45.65963,10,WBFM,18.0
47.607357,-23.918234,8,QAM64,6.0
-34.437794,21.710712,10,WBFM,0.0
-54.053406,19.053854,10,WBFM,14.0
-7.1540484,56.061924,5,GFSK,4.0
2.5401435,13.993517,9,QPSK,-6.0
-40.400047,20.145058,1,AM-DSB,2.0
18.596342,-44.188927,7,QAM16,4.0
12.42481,-18.71766,9,QPSK,4.0
-1.6724354,37.131046,5,GFSK,-6.0
15.207216,-48.40132,7,QAM16,2.0
2.8662062,11.852213,3,BPSK,-6.0
19.360844,34.824417,2,AM-SSB,8.0
19.487558,-51.01633,7,QAM16,10.0
43.668392,-31.310844,8,QAM64,6.0
-38.66951,-19.107193,4,CPFSK,16.0
16.472868,-52.52194,7,QAM16,16.0
54.632786,-25.467735,8,QAM64,18.0
-51.024845,13.09592,10,WBFM,10.0
-47.388165,12.987841,1,AM-DSB,8.0
42.830917,-23.54228,8,QAM64,4.0
47.513187,6.54598,0,8PSK,12.0
-25.669897,-45.53538,6,PAM4,18.0
1.407894,59.520023,5,GFSK,14.0
48.233395,7.298513,0,8PSK,8.0
9.019045,-16.258722,9,QPSK,12.0
5.08833,5.3245416,0,8PSK,-2.0
-8.480902,43.781837,5,GFSK,-2.0
17.3145,32.834152,2,AM-SSB,18.0
29.655949,34.961365,2,AM-SSB,14.0
4.166414,15.655387,0,8PSK,-6.0
-10.764304,-36.015972,6,PAM4,-6.0
53.711098,7.160804,0,8PSK,18.0
-43.765636,-11.432938,4,CPFSK,10.0
-7.892705,-7.380968,3,BPSK,12.0
-39.48636,-5.6280727,4,CPFSK,4.0
-48.73465,27.564575,1,AM-DSB,10.0
13.655502,6.7783213,0,8PSK,-4.0
-53.06912,25.019869,10,WBFM,16.0
24.713919,-41.06731,7,QAM16,18.0
14.089361,4.4121957,9,QPSK,-4.0
7.714124,6.399897,0,8PSK,-4.0
-3.9830666,7.3974905,3,BPSK,-6.0
-6.55155,6.0053897,3,BPSK,-2.0
45.153114,-20.251001,8,QAM64,14.0
-38.733593,-13.768016,4,CPFSK,12.0
33.90224,3.5731857,0,8PSK,0.0
33.94127,40.265038,2,AM-SSB,18.0
2.6473017,15.517605,4,CPFSK,-4.0
-3.4176977,43.009727,5,GFSK,-2.0
11.681246,-18.526388,9,QPSK,8.0
-24.592983,-46.357487,6,PAM4,10.0
12.109599,-21.195303,9,QPSK,16.0
-30.101967,22.333277,1,AM-DSB,-2.0
35.677032,2.6715724,0,8PSK,0.0
-27.5536,41.579376,10,WBFM,4.0
8.62317,10.9932785,0,8PSK,-6.0
45.21624,-20.81252,8,QAM64,2.0
-32.102955,29.59946,10,WBFM,-2.0
14.466315,-22.36315,9,QPSK,18.0
32.009056,-25.362122,0,8PSK,16.0
-18.062721,-47.088623,6,PAM4,8.0
-36.153805,-17.435526,4,CPFSK,0.0
-42.91789,21.123352,10,WBFM,2.0
15.766839,-50.030106,7,QAM16,14.0
11.587843,-19.246244,9,QPSK,10.0
-60.772873,9.118472,10,WBFM,16.0
17.485699,34.678604,2,AM-SSB,6.0
-52.85583,25.388258,1,AM-DSB,18.0
0.33299577,59.033115,5,GFSK,14.0
8.912491,12.615932,9,QPSK,-6.0
-46.326473,14.192641,1,AM-DSB,8.0
46.91935,10.578498,0,8PSK,18.0
25.857077,32.507275,2,AM-SSB,-4.0
15.107146,-51.090836,7,QAM16,10.0
22.956507,-43.110012,8,QAM64,-4.0
36.87529,-24.894035,8,QAM64,-6.0
-50.73903,28.521244,1,AM-DSB,16.0
21.384827,36.813328,2,AM-SSB,0.0
45.26419,-21.571733,8,QAM64,12.0
-39.476765,-16.180052,4,CPFSK,10.0
-25.744492,-46.118256,6,PAM4,12.0
-37.04881,23.884747,10,WBFM,0.0
14.205838,-8.779404,9,QPSK,2.0
-23.568258,24.121386,10,WBFM,-6.0
-26.228167,-46.356228,6,PAM4,16.0
-1.0864339,57.389626,5,GFSK,12.0
14.928843,-4.8457184,9,QPSK,0.0
-7.4862337,41.812126,5,GFSK,-4.0
-25.826468,-49.16282,6,PAM4,18.0
-25.91869,47.348804,10,WBFM,6.0
-12.404729,-7.8439536,3,BPSK,14.0
8.198007,9.386413,0,8PSK,-6.0
-26.349974,-46.72348,6,PAM4,16.0
-10.188967,-10.791511,3,BPSK,4.0
-0.023280554,13.420453,1,AM-DSB,-6.0
1.2995956,59.46438,5,GFSK,6.0
-15.202254,-50.5568,6,PAM4,6.0
34.154736,-27.282297,7,QAM16,-4.0
-23.707201,-47.727604,6,PAM4,0.0
-61.023888,8.3388605,10,WBFM,16.0
-42.399017,-18.356346,4,CPFSK,4.0
-39.763187,-4.927775,4,CPFSK,4.0
-25.402012,46.429077,10,WBFM,4.0
21.55885,34.64547,2,AM-SSB,16.0
32.088387,4.3548017,0,8PSK,0.0
19.761345,29.6783,2,AM-SSB,4.0
12.053971,5.239578,9,QPSK,-4.0
-22.97372,18.372196,1,AM-DSB,-6.0
-13.139409,-35.59648,6,PAM4,-2.0
-12.158738,-12.889003,3,BPSK,6.0
-35.984875,24.417336,10,WBFM,0.0
30.40227,-35.7315,7,QAM16,10.0
-42.539894,20.128284,1,AM-DSB,4.0
14.935788,-55.922043,7,QAM16,18.0
0.14606737,18.143536,4,CPFSK,-4.0
-5.5479703,3.9021978,3,BPSK,-2.0
11.116716,7.799353,0,8PSK,-4.0
18.0587,1.2434903,0,8PSK,-2.0
-38.98237,24.415932,1,AM-DSB,2.0
-37.62674,-3.9184647,4,CPFSK,12.0
-29.312048,-6.374936,4,CPFSK,-4.0
37.262486,-23.185347,8,QAM64,-4.0
-21.109125,-45.867954,6,PAM4,16.0
6.6087713,-14.15717,9,QPSK,8.0
45.792797,-29.15287,8,QAM64,2.0
43.347614,7.978794,0,8PSK,14.0
-38.567158,-12.229513,4,CPFSK,12.0
22.603256,28.30323,2,AM-SSB,18.0
46.70659,9.462788,0,8PSK,6.0
-15.259557,-41.254562,6,PAM4,0.0
27.645885,-53.627926,7,QAM16,6.0
-20.991407,-44.07663,6,PAM4,4.0
17.563457,1.880488,0,8PSK,-2.0
15.638359,-3.5406747,9,QPSK,0.0
24.376287,-54.78864,7,QAM16,12.0
37.89371,-38.583565,8,QAM64,-4.0
29.876234,27.467802,2,AM-SSB,14.0
-45.73254,-12.944077,4,CPFSK,18.0
24.75541,-46.505444,7,QAM16,-4.0
13.052174,-13.45246,9,QPSK,6.0
43.545334,-22.98242,8,QAM64,18.0
-66.39999,5.0099173,1,AM-DSB,18.0
27.344687,29.07248,2,AM-SSB,4.0
-24.384226,20.749908,10,WBFM,-4.0
18.617126,-49.506947,7,QAM16,10.0
-5.276658,51.76274,5,GFSK,6.0
20.119001,-56.42456,7,QAM16,14.0
29.71757,33.54105,3,BPSK,16.0
27.439121,-50.79112,7,QAM16,-6.0
-44.880238,20.869707,1,AM-DSB,6.0
47.214184,2.5163114,0,8PSK,14.0
18.69151,-51.966045,7,QAM16,6.0
48.769817,2.6890523,0,8PSK,14.0
34.46526,3.4250717,0,8PSK,0.0
49.991474,-25.345716,8,QAM64,18.0
19.248653,26.712828,2,AM-SSB,6.0
16.741892,-12.430756,9,QPSK,4.0
-40.65537,-14.385923,4,CPFSK,4.0
14.032121,-11.764328,9,QPSK,6.0
6.3857293,16.58635,5,GFSK,-6.0
-46.386204,-15.976064,4,CPFSK,8.0
12.103305,4.379512,0,8PSK,-4.0
22.383759,25.684303,2,AM-SSB,-4.0
-18.109741,-45.94955,6,PAM4,6.0
4.508236,9.248587,9,QPSK,-6.0
51.025883,-22.14059,8,QAM64,14.0
32.527817,30.312881,2,AM-SSB,18.0
-4.966216,-1.622759,3,BPSK,2.0
-17.68851,-56.855167,6,PAM4,12.0
-38.570526,-6.9009843,4,CPFSK,12.0
-19.78307,-52.473045,6,PAM4,18.0
-47.350174,16.497337,10,WBFM,8.0
53.813755,-20.897781,8,QAM64,4.0
-19.830929,-42.96748,6,PAM4,2.0
-42.842766,-13.675021,4,CPFSK,6.0
-38.728268,-10.764569,4,CPFSK,16.0
-20.694988,-44.540524,6,PAM4,4.0
19.65449,33.550175,2,AM-SSB,12.0
-29.084526,30.227932,1,AM-DSB,0.0
50.836235,-24.413223,8,QAM64,18.0
19.072027,31.878056,2,AM-SSB,-2.0
-5.4881616,47.245014,5,GFSK,2.0
-38.07519,18.335892,10,WBFM,0.0
-24.564955,-48.94507,6,PAM4,8.0
-66.98977,3.4962962,10,WBFM,18.0
-15.152473,-41.770977,6,PAM4,0.0
-23.52713,26.499998,10,WBFM,-6.0
46.805595,9.819981,0,8PSK,18.0
2.8006856,53.595234,5,GFSK,14.0
-5.878792,46.992897,5,GFSK,0.0
-28.73588,29.994612,10,WBFM,-2.0
42.01312,-27.820591,8,QAM64,-2.0
10.213127,-22.030773,9,QPSK,10.0
-20.667088,-44.806374,6,PAM4,4.0
17.766672,23.31796,2,AM-SSB,-6.0
32.730164,32.847454,2,AM-SSB,14.0
19.553553,28.083096,2,AM-SSB,0.0
-29.169235,-6.055937,4,CPFSK,-4.0
45.201214,3.2484374,0,8PSK,8.0
47.46895,6.5105257,0,8PSK,12.0
23.706097,26.608639,2,AM-SSB,-2.0
-61.41162,9.038088,1,AM-DSB,16.0
33.388607,-35.998405,8,QAM64,-6.0
23.017948,24.579695,2,AM-SSB,0.0
51.90987,7.4647107,0,8PSK,18.0
-42.848675,25.798584,1,AM-DSB,4.0
-36.351177,20.215506,10,WBFM,0.0
25.877972,-40.157257,7,QAM16,0.0
-1.2720666,2.83837,3,BPSK,-6.0
-20.840073,-56.10579,6,PAM4,14.0
8.242913,-18.344255,9,QPSK,12.0
23.017387,-40.04227,7,QAM16,10.0
-47.068542,15.876569,10,WBFM,8.0
25.502853,-54.0354,7,QAM16,6.0
20.483635,30.59771,2,AM-SSB,2.0
-23.825739,26.621208,1,AM-DSB,-6.0
50.22316,6.5301075,0,8PSK,12.0
15.103608,-12.2711935,9,QPSK,4.0
25.927626,-46.85562,7,QAM16,-6.0
0.22681914,55.456608,5,GFSK,18.0
47.83824,1.7858788,0,8PSK,18.0
-1.603664,5.295486,3,BPSK,-4.0
15.382347,-1.9760592,9,QPSK,-2.0
45.238342,11.083543,0,8PSK,18.0
11.46547,-16.03709,9,QPSK,14.0
-53.304466,30.60284,1,AM-DSB,18.0
27.964611,37.964115,2,AM-SSB,18.0
-50.21768,24.66717,1,AM-DSB,10.0
42.319855,-21.013205,8,QAM64,8.0
15.798147,5.406206,0,8PSK,-2.0
34.336327,-37.43332,8,QAM64,-6.0
50.464294,-26.715683,8,QAM64,2.0
51.79534,4.316301,0,8PSK,12.0
14.431045,-19.836359,9,QPSK,10.0
-25.983288,48.582844,10,WBFM,18.0
32.134426,-38.23219,7,QAM16,-4.0
24.700565,22.805147,2,AM-SSB,-2.0
-5.5492764,5.8112884,3,BPSK,-2.0
-23.078442,17.864729,10,WBFM,-6.0
5.618122,50.10113,5,GFSK,14.0
-53.02645,25.112038,10,WBFM,16.0
21.245615,31.855196,2,AM-SSB,14.0
20.945824,31.783882,2,AM-SSB,12.0
13.066946,-11.657382,9,QPSK,4.0
29.313263,32.303726,2,AM-SSB,18.0
-17.071024,-48.341236,6,PAM4,16.0
-51.817825,28.372688,1,AM-DSB,18.0
2.5317056,56.401016,5,GFSK,16.0
19.060751,-39.24517,7,QAM16,12.0
27.110117,34.18098,2,AM-SSB,-6.0
42.112103,3.1652668,0,8PSK,2.0
-4.38829,4.7674093,3,BPSK,-2.0
-5.3343782,15.968211,7,QAM16,-4.0
45.057552,9.445266,0,8PSK,8.0
48.695026,-32.18802,8,QAM64,16.0
1.8456839,57.599922,5,GFSK,6.0
43.617847,11.062136,0,8PSK,18.0
-26.070948,48.36701,10,WBFM,14.0
-12.685907,-45.955486,6,PAM4,12.0
39.8402,0.5082699,0,8PSK,2.0
-0.6599832,54.56288,5,GFSK,4.0
-31.492966,37.356087,10,WBFM,4.0
12.854284,-7.338682,9,QPSK,4.0
14.948871,26.861876,9,QPSK,6.0
4.617985,51.00737,5,GFSK,10.0
54.005726,-23.553528,8,QAM64,0.0
-25.892273,47.703976,10,WBFM,6.0
-42.76744,-20.042536,4,CPFSK,2.0
8.660752,22.366795,0,8PSK,-2.0
7.2681584,14.206238,4,CPFSK,-4.0
-8.515697,51.510593,5,GFSK,10.0
-23.98861,-55.9399,6,PAM4,4.0
34.460087,37.120163,2,AM-SSB,6.0
-25.501244,-46.050354,6,PAM4,8.0
-13.478699,-37.519066,6,PAM4,-2.0
36.54402,32.196274,2,AM-SSB,16.0
-6.7644277,-8.927814,3,BPSK,8.0
-44.489574,-14.240926,4,CPFSK,12.0
45.35969,5.578205,0,8PSK,8.0
